0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","146,45","23.825.727,00","14.790.881,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%","37.153,00"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","371,42","13.194.454,00","8.101.398,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-9.206,00"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","516,80","7.132.158,00","6.057.900,00",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"162.389.489,47","118.374.403,47",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-139.233,55"
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,,
8 febbraio 2025,,,,,,,,,,2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
V
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"943,62","20.778.916,35","18.778.916,35",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,27%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","279,65","6.203.500,00","2.685.209,25",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,19%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"656,24","2.278.055,00","1.691.738,00",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 3,94%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"174,82","12.730.000,00","6.730.000,00",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,45%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"600,97","7.337.292,38","5.337.292,38",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,26%",
6,"PIANO DEL
LEONE",SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","824,48","2.492.000,00","1.242.000,00",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,65%",
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","179,59","20.282.500,00","12.261.912,75",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,43%",
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"629,94","2.539.902,94","1.039.902,94",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,78%",
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00",n.d.,"311,78","5.575.885,00","2.075.597,00",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,(*),"+ 0,00%",
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","140,81","14.562.860,49","5.686.154,58",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,25%",
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","21.080.000,00",n.d.,"364,88","7.985.760,60","2.993.289,10",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 3,53%",
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,17","5.762.825,60","4.740.039,96",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,47%",
TOTALE,,,"428.660.000,00",/,"360.890.723,00","16.120.000,00",/,"108.529.498,35","65.262.052,31",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,08%",
"(1) Dove non dispobile (n.d.): in attesa di batimetria dal Gestore;
(2) Variazione di volume dal giorno precedente (in percentuale rispetto la capacità massima autorizzata);
(*) Dato aggiornato al 7.02.2025",,,,,,,,,,2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,,
7 Agosto 2025,,,,,,,,,,2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"944,23","21.431.632,52","19.431.632,52",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,0%","-289.053,58"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","279,25","5.951.500,00","2.390.503,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-25.200,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"659,96","3.704.738,00","3.118.421,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,4%","-91.353,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"175,70","14.610.000,00","8.610.000,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-115.000,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"601,94","9.262.023,25","7.262.023,25",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-50.141,00"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,02","3.159.000,00","1.909.000,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-9.000,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","180,25","21.625.000,00","13.461.810,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,4%","-300.000,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"631,09","3.094.842,25","1.594.842,25",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,9%","-87.211,42"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","314,12","7.045.544,00","3.545.256,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","144,76","20.802.469,00","11.860.861,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-37.807,00"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","369,30","11.320.259,00","6.277.203,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-50.320,00"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,04","5.666.013,00","4.613.237,00",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-22.277,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"127.673.021,02","84.074.789,02",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-1.077.363,00"
23 Luglio 2025,,,,,,,,,,2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,67","22.973.381,19","20.973.381,19",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-42.827,36"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","279,95","6.392.500,00","2.677.519,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,5%","-100.800,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"660,96","4.174.889,00","3.588.572,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-24.325,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,01","17.624.000,00","11.624.000,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"602,40","10.000.550,70","8.000.550,70",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-42.399,12"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,11","3.199.500,00","1.949.500,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","181,00","23.500.000,00","14.786.215,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,7%","-475.000,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"631,85","3.496.940,47","1.996.940,47",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-11.020,23"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","315,05","7.683.288,00","4.183.000,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-57.188,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","145,14","21.465.231,00","12.328.197,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-87.584,00"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","369,93","11.857.746,00","6.567.860,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-60.192,00"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,48","5.998.642,00","4.800.597,00",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,6%","-45.984,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"138.366.668,36","93.476.332,36",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-947.319,71"
4 Luglio 2025,,,,,,,,,,2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,65","24.022.651,51","22.022.651,51",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 2,6%","-781.599,32"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","281,99","7.985.700,00","4.425.579,75",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,4%","-275.100,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"661,92","4.655.714,00","4.069.397,00",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,1%","-234.214,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,48","18.752.000,00","12.752.000,00",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"602,53","10.718.584,42","8.718.584,42",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,8%","-437.609,11"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,25","3.262.500,00","2.012.500,00",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,7%","-27.000,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","181,84","25.600.000,00","17.421.553,86",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-150.000,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"632,39","3.801.671,54","2.301.671,54",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 3,3%","-301.603,10"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","316,11","8.445.304,00","4.944.016,00",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-59.570,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","145,71","22.474.793,15","13.539.290,90",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-17.922,38"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","370,55","12.403.062,50","7.345.174,00",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-62.958,70"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,95","6.364.081,00","5.299.013,29",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,5%","-39.802,45"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"148.486.062,12","104.851.432,28",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,7%","-2.387.379,05"
15 Luglio 2025,,,,,,,,,,2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,09","23.423.068,47","21.423.068,47",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","280,91","7.103.800,00","3.440.439,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,8%","-156.000,25"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"661,41","4.396.574,00","3.810.257,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-25.022,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,05","17.720.000,00","11.720.000,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-144.000,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"602,59","10.285.112,59","8.285.112,59",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-51.898,92"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,17","3.226.500,00","1.976.500,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-4.500,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","181,40","24.500.000,00","15.964.662,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-199.999,59"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"631,99","3.574.510,03","2.074.510,03",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-11.162,19"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","315,53","8.026.416,00","4.526.128,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-42.891,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","145,36","21.852.060,00","12.782.203,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-88.414,53"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","370,23","12.120.409,00","6.907.855,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-35.212,66"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,69","6.160.309,00","5.006.590,00",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-15.632,59"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"142.388.759,09","97.917.325,09",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-838.974,77"
20 Luglio 2025,,,,,,,,,,2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]","Variazione (3)
ΔV
[m3]"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,82","23.133.983,79","21.133.983,79",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","280,38","6.690.400,00","3.027.039,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"661,20","4.292.343,00","3.706.026,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(***),"+ 0,0%","0,00"
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,01","17.624.000,00","11.624.000,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
5,"PIANA DEGLI ALBANESI
(con Guadalami) (4)",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"602,50","10.130.081,01","8.130.081,01",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-34.569,92"
6,PIANO DEL LEONE,SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,14","3.213.000,00","1.963.000,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(***),"+ 0,0%","0,00"
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","181,29","24.225.000,00","15.689.662,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"631,89","3.519.001,48","2.019.001,48",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-11.061,15"
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","315,39","7.926.337,00","4.426.049,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","145,26","21.675.770,00","12.605.914,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","20.000.000,00","0,00","370,14","12.041.181,00","6.828.628,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","515,62","6.106.193,00","4.952.474,00",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
TOTALE,,,"428.660.000,00",/,"359.810.723,00","18.070.000,00",/,"140.577.290,28","96.105.858,28",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-109.872,11"
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,,
30 Aprile 2025,,,,,,,,,,2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,75","25.200.403,91","23.200.403,91",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","284,01","9.712.800,00","6.109.569,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"663,05","5.270.958,00","4.684.641,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,84","19.616.000,00","13.616.000,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"603,32","11.381.791,30","9.381.791,30",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,9%",
6,"PIANO DEL
LEONE",SICILIACQUE,"4.150.000,00","828,00","4.150.000,00","1.330.000,00","826,53","3.388.500,00","2.088.500,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
7,POMA,DRAR,"72.300.000,00","195,60","72.300.000,00","4.490.000,00","183,34","29.685.000,00","21.310.109,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%",
8,PRIZZI,ENEL,"9.250.000,00","638,00","9.250.000,00",n.d.,"633,29","4.342.869,94","2.842.869,94",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
9,"RAGOLETO
(Dirillo)","BIORAFFINERIE DI
GELA","20.100.000,00","326,00","17.160.198,00","1.950.000,00","317,15","9.230.728,00","5.730.440,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
10,ROSAMARINA,DRAR,"100.000.000,00","164,00","73.034.250,00","7.280.000,00","145,96","22.924.965,00","13.933.216,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
11,SANTA ROSALIA,DRAR,"20.000.000,00","378,05","21.080.000,00","0,00","371,66","13.419.371,00","8.321.962,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%",
12,SCANZANO,DRAR,"18.000.000,00","517,00","7.312.775,00","520.000,00","516,84","7.168.069,00","6.107.027,00",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%",
TOTALE,,,"428.660.000,00",/,"360.890.723,00","18.070.000,00",/,"161.341.456,15","117.326.529,15",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
"(1) Dove non dispobile (n.d.): in attesa di batimetria dal Gestore;
(2) Variazione di volume dal giorno precedente (in percentuale rispetto la capacità massima autorizzata);",,,,,,,,,,2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,,
MONITORAGGIO GIORNALIERO VOLUMI INVASATI AD USO POTABILE,,,,,,,,,,2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,,
27 Marzo 2025,,,,,,,,,,2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,,
n.,Invaso,Ente Gestore,"Volume di progetto
(ex Legge 584/1994)
[m3]","Quota autorizzata
[m s.l.m.]","Volume autorizzato
(V )
A
[m3]","Volume
d'interrimento (1)
[m3]","Quota rilevata
[m s.l.m.]","Volume
[m3]","Volume utile netto per
utilizzatori
[m3]",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,etoN,"Variazione (2)
ΔV/V
A
[%]",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,30","25.789.280,11","23.789.280,11",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,2%",
2,CASTELLO,DRAR,"21.000.000,00","292,65","19.493.500,00","2.500.000,00","283,80","9.528.000,00","5.950.687,00",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
3,FANACO,SICILIACQUE,"20.700.000,00","677,50","20.700.000,00",n.d.,"661,26","4.321.983,00","3.735.666,00",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
4,"GARCIA
(Mario Francese)",C.B.Occidentale,"80.000.000,00","190,00","61.000.000,00",n.d.,"177,25","18.200.000,00","12.200.000,00",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
5,"PIANA DEGLI
ALBANESI",ENEL,"32.750.000,00","609,00","25.000.000,00",n.d.,"602,14","9.200.658,37","7.200.658,37",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,1%",
